Author,Review URL,Description,Rating,Restaurant Name,Restaurant URL
Chintans99,https://www.zoma.to/xnKBxq,All the time I come here just enjoy the food and beverages. Quite exhaustive menu for a round the clock cafe with great food. Sometimes becomes too noisy at night when you will want to have silent ambience but definitely go to place,4,"Reviews of Chai Shop - Hyatt Regency, Ashram Road, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/chai-shop-hyatt-regency-ashram-road
Maulik Patel,https://www.zoma.to/OyMmpY,Fantastic and quiet ambience with smiling staff.<br/>Tried here : Lemon mint Ice tea <br/>Super refreshing and great in taste.<br/>Red velvet cheesecake is also must try here.,4,"Reviews of Chai Shop - Hyatt Regency, Ashram Road, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/chai-shop-hyatt-regency-ashram-road
Aditya Baxi,https://www.zoma.to/gBxkzMr,"Good team ,chef Aman and chef Kartik well curated menu ,kamal and his team looked after us very well",5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Pallavi Shetty,https://www.zoma.to/BZOEgRD,Mr. Kamal and team were very gracious and food was reaally good!,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Prasannajeet Rahul Khomane,https://www.zoma.to/gBxLbqy,The food was good tasty kamal greeted us well . Taste was really good,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Vishal Gohel,https://www.zoma.to/xErrvZv,awesome food,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Abhilash Shah,https://www.zoma.to/YAdbMzq,Food was not wow. it's like average.<br/>Rates for this type of food were very very high.,3,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Sujith Kurup,https://www.zoma.to/wbwQMDv,"Food is not upto the mark which I had 10 years before, the charm of kabab factory has gone",3,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Sumit Chakraborty,https://www.zoma.to/oRaZanq,"Good food, polite people, peaceful ambience",5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Faizan Khedawala,https://www.zoma.to/qnXbQzQ,Amazing experience,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Dipen Balchandani,https://www.zoma.to/ZRgrawG,food is good.. definitely better than barbeque nation and absolute bbq. the kebabs were simply awesome.<br/><br/>service is on point.,4,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Harish Shaikh,https://www.zoma.to/wbmwPad,I would like to thank you Mr. Kamal Dhami & Chef Aman to Giving us best food & service,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
SIDU KAMBLE,https://www.zoma.to/xEKQyne,"Its all about Kebabs which are an absolute delight and served hot.<br/>Main course was as pwr expectation but lacked<br/>in variety.<br/>Sweet tooth was catered to by ensuring availability of three basics Roshogulla, Gulab jamun and burfi.<br/><br/>Overall worth a try for Kebab lovers!",4,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Riya Lobda,https://www.zoma.to/eAGdKEa,"The buffet mostly consist of kebab items, as the name suggests.. kebabs were ok ok.. for main course, soup and dessert they had limited options and variety.. one could try the other restaurant in hotel for buffet for more variety and vibe.. this was pretty slow..",3,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Mandar Zadpe,https://www.zoma.to/AAnzqpo,Really good Non veg starters and great service by Mr.Prince,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
RajaRshi Ganguly,https://www.zoma.to/bbNDonv,amazing kebabs,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Sarfraz,https://www.zoma.to/xZYYyRz,"it's really giving service from Abhishek &Suman <br/>I am really  enjoying the food , basically glautti kebab is excellent",5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
SHUBHAM,https://www.zoma.to/AOPvOQl,Authentic Kebabs with great taste and quality with table service of all Kebabs ant that to one by one. Beautiful experience.,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Divyang Vaid,https://www.zoma.to/ebLnqyL,fantastic food and good customer service,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Upasana Kathuria,https://www.zoma.to/qyYxXkQ,very good staff specially mohan very friendly,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Aman Pipdwala,https://www.zoma.to/aPpprZQ,The service standers are too good the guy name is prince is so helpful,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Altamash,https://www.zoma.to/LxXMNmY,Prince & Mr.Imran Chef was a amazing host for the dinner tonight,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Kanan Purohit,https://www.zoma.to/AOLEMry,Great food! Humble staf.,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
DrSumit Patel,https://www.zoma.to/kOBdalQ,Very nice experience <br/>Awesome kababs <br/>Nice service by Mohan,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Abhishek Saxena,https://www.zoma.to/lMKqemA,Great service by Mohan. Good food by chef Imran,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Dhyey Buddhadev,https://www.zoma.to/GkOKmPk,Amazing food made by Chef Imran and amazing service by Mohan,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Shrikesh Sinha,https://www.zoma.to/ooONEva,I found the food very delicious and the chef also treated us very good chef Udaivir and Mohan,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Chaitanya Patel,https://www.zoma.to/vBnMDwx,food was good…specially kabab was awsome…. staff nature is good… and also service are good… chef imran  & chef aman prepare good auality food.. specialty for kabab..,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Deepak Shambhu Sharma,https://www.zoma.to/MkrAYpO,Delicious food with good music,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Niyant Agarawal,https://www.zoma.to/ebeQmmp,lovely experience 10/10 experince kudos to Imaran and Malik for hosting us,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Aryan Verma,https://www.zoma.to/zZXMnwm,very good service murali,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Zain Ali Ghoghai,https://www.zoma.to/LxREyRB,Good,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Dhiraj,https://www.zoma.to/bqOPYYk,I loved the food customisation by chef Shubham😍,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Rajesh,https://www.zoma.to/aPbLxGw,The service was very slow and despite prior information being given. The waiters tend to forget the orders and had to be reminded again and again. The food was average and was not served piping hot. The kebabs were not hot. Better service and food was expected. The ambience was good and it was neat and clean.,3,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Dev Patel,https://www.zoma.to/OYBXrpq,Extremely satisfied with the food and service by the staff. Everything was top notch and above the expectations. Thing that i liked most was chef Imran made us special dish on special request. And Thank you for serving us.,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Kureb Madhupurwala,https://www.zoma.to/RkLxOnD,Imran seaf,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Uzaif Kucherawala,https://www.zoma.to/nGrRnKl,Thank you imran for amazing food and service,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Rituraj,https://www.zoma.to/ooRLgeR,Ramprasad is an amazing person who has,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Sirajgori,https://www.zoma.to/ELLMaMB,The best galauti kabab in the entire state.. Beautiful ambiance,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Sheynis,https://www.zoma.to/aPAlMPr,Staff are quick in refilling foods.,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Alok Shama,https://www.zoma.to/okEERLP,one of the best restaurants in Ahmedabad<br/>must try for starters,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Nikki Tyagi,https://www.zoma.to/YnkyYXG,food was good <br/>vivek nishta and chef Santosh and shubham were helpful and cordial,5,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
Vinod,https://www.zoma.to/AnQQXXo,Broccoli was super tasty! But paneer was bland.,4,"Reviews of The Great Kabab Factory - Radisson Blu, Ambavadi, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/the-great-kabab-factory-radisson-blu-ambavadi
HeTu Soni,https://www.zoma.to/rEBBNxQ,"Very Good food taste in a la carte, but overall catering was poor, later head chef came & sorted out things personally. I think it’s good place if you like buffet more.<br/>Overall a memorable experience",4,"Reviews of Zodiac- Fortune Landmark, Ashram Road, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/zodiac-fortune-landmark-ashram-road
Karna Joshi,https://www.zoma.to/xEnOovD,Good food and service  special thanks mehul &team,5,"Reviews of Zodiac- Fortune Landmark, Ashram Road, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/zodiac-fortune-landmark-ashram-road
Jolly,https://www.zoma.to/AALRxAl,The food was ok <br/>The service was lousy <br/>We saw nearly 10 staff walking about but none was available to wait on us. We got there early and we were the only customers there even then getting attention of waiters was a challenge,5,"Reviews of Zodiac- Fortune Landmark, Ashram Road, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/zodiac-fortune-landmark-ashram-road
Dr Nandini Makwana,https://www.zoma.to/nkweEel,"Very nice,courteous staff & manager. Always taking personal care of the orders.",5,"Reviews of Zodiac- Fortune Landmark, Ashram Road, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/zodiac-fortune-landmark-ashram-road
Gourav Behra,https://www.zoma.to/qynYYgQ,Unbelievable taste.☺️<br/><br/>Visited in Bohri food festival.<br/>Masala Raan was just another level.😍,5,"Reviews of Zodiac- Fortune Landmark, Ashram Road, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/zodiac-fortune-landmark-ashram-road
Rashmi Sudhir,https://www.zoma.to/kbnPOOQ,"Best economical delicious hygenic veg biryani with veggies. Raita was yummy with pepper powder and onion 'n chilli. Followed instructions of no spicy and packaged well in 2 boxes. When in doubt, order Biryani from here. They just take a little bit extra time for the delicious prep",5,"Reviews of Zodiac- Fortune Landmark, Ashram Road, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/zodiac-fortune-landmark-ashram-road
Ajmer Singh,https://www.zoma.to/DLBRNxA,The kabab was spicy and the biryani was not dum... boiled chicken mixed in rice.. raita was also  I think over mixed.. it becomes laaar... in curd..,3,"Reviews of Zodiac- Fortune Landmark, Ashram Road, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/zodiac-fortune-landmark-ashram-road
Jay Mahendru,https://www.zoma.to/lxqvAMA,"Was expecting more for the price. have had better for less. Mutton was OK, not too chewy but not super tender either. The flavour was OK too. Nothing wrong but nothing too amazing either.",3,"Reviews of Zodiac- Fortune Landmark, Ashram Road, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/zodiac-fortune-landmark-ashram-road
SAURABH KUMAR,https://www.zoma.to/dBxMmwP,food choices limited..overpriced a bit .ambience anyways brilliant n awesome ..,5,"Reviews of Zodiac- Fortune Landmark, Ashram Road, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/zodiac-fortune-landmark-ashram-road
Dr Nandini Makwana,https://www.zoma.to/RMZZRmL,"The food sent as per order by manager Shri Jeevansinghji was awsome. Chef Gurmeet Singhji took extra care to make a mutton dish Jungle without red chilli for my 90 years old father.Thanks to you both, dad ate heartily today.Dal e fortune & Gobi Parathas were delicious & Nan real soft.Hope to see you continue this journey of taste for a long time! Regards & thanks!",5,"Reviews of Zodiac- Fortune Landmark, Ashram Road, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/zodiac-fortune-landmark-ashram-road
Sharvil Patel,https://www.zoma.to/wXLbkOl,"Currently, the best chicken biryani in town",5,"Reviews of Zodiac- Fortune Landmark, Ashram Road, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/zodiac-fortune-landmark-ashram-road
Dr Nandini Makwana,https://www.zoma.to/okqDlbl,"Excellent food,packed very carefully & each item marked clearly.The best surprise was the 4 yummy complimentary Gulab jamuns sent by them.Thanks for everything Zodiac- Fortune Landmark! Please continue serving like this,always! With ❤️",5,"Reviews of Zodiac- Fortune Landmark, Ashram Road, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/zodiac-fortune-landmark-ashram-road
HEMANT BHATNAGAR,https://www.zoma.to/yaKvqwG,Mr. Tushar in Zodiac Restaurant was good at service.,5,"Reviews of Zodiac- Fortune Landmark, Ashram Road, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/zodiac-fortune-landmark-ashram-road
Amol Ranjan,https://www.zoma.to/KekEEOM,"Excellent packing, high class quality of food, enjoyed , one of the best dal makhani in town , i will  order more  soon",5,"Reviews of Zodiac- Fortune Landmark, Ashram Road, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/zodiac-fortune-landmark-ashram-road
Romit,https://www.zoma.to/qnwZmNz,excellent... especially Pratiksha was too good,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Nirlep Vadsara,https://www.zoma.to/RKrlNOD,Food was 8/10 but rest of the things are pretty good.,4,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Foodfuntravel,https://www.zoma.to/gBwXaRR,Nice and tasty food and exceptionally hospitable staff with excellent service.,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Annu,https://www.zoma.to/NbpXePQ,good food surved by pratisha,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Divanshu Sharma,https://www.zoma.to/wboOanG,"Miss Pratiksha is great at her service, she is very polite and talented. Food is great and ambience is like muhhaaa.",5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
ANSHUL SRIVASTAVA,https://www.zoma.to/pRAEPgX,It was nice and decent place. Food was subtle and well presented. Loved to be here.,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Ankur Maniar,https://www.zoma.to/RKEqaGO,Excellent food. Good and prompt service. Pleasant ambience.,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Vrushali Vyas,https://www.zoma.to/pRkXQPE,the food was delectable and most importantly the personalized service offered by ritushree was noteworthy.,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Sameer Aasht,https://www.zoma.to/PwlxzMB,good service by tauhid and partisha,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Saksham,https://www.zoma.to/kDyogpe,"Food’s taste was decent, seems healthy<br/>Could have improved on the roti<br/>Roti was a little hard",4,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Vaibhavi,https://www.zoma.to/NbQyELZ,"Pratiksha was an amazing serve and the food was also good. Had the Mexican Bowl, pizza and falafel burger.",5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Sameer Aasht,https://www.zoma.to/OxQBvBa,nutrition value and freshness can be improved <br/>Mediterranean bowl becomes dry rice as gravy quantity is too less <br/>more fusion hot pots could improve the experience <br/>,3,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Imran Memon,https://www.zoma.to/YAYBxoO,Pratiksha was very good to assist us!,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Ishan Bhatt,https://www.zoma.to/GNQAwga,"Pratiksha is an amazing Stewardess. Greeted with a smile, served to perfection and took constant care of our table. Overall wonderful food and service!! Kudos.",5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Suman,https://www.zoma.to/LPRbQpa,The food was very amazing.,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
MEeT RATHOD,https://www.zoma.to/eAzLoar,"great ambiance, the work of staff and their nature was also so polite and friendly, they even provided us gestures, also, however it was the great experience to visit here, I would like to recommend it to other people.",5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Sanjay Vaghela,https://www.zoma.to/MNGpwrA,It was a late night Smoothie Time. Taste Good so all Good.,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Naman Shah,https://www.zoma.to/nkEPrAO,service was slow and poor,4,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Mohit Vyas,https://www.zoma.to/MNNadgk,it is always amazing to be here. The service is always high and the people here are amazingly kind and empathetic.,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Sanket Tiven Marwah,https://www.zoma.to/eAbdGaK,Our order took a while to come but it was compensated by excellent service by Mrs Suchi and her team. Food was surprisingly decent also and seemed freshly prepared.,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
MeGha PrajaPati,https://www.zoma.to/qnyqONE,it was an amazing experience dining at mrs.mage thank you so much for the lovely food and service... special thanks to Suchi and pratiksha,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Simmer Preet,https://www.zoma.to/bbNyonD,Kanishka was an awesome server,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Anirudh,https://www.zoma.to/KOPgMbM,Loved the food and service. Everything was just on point. Thanks to the Chef Mr Jatinder and his team.,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Achyuth,https://www.zoma.to/ebYQgrk,I liked the service. wonderful,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Indranee,https://www.zoma.to/MkpbElB,Very good service with personal attention from Suchi Siddharth and Jitendra chef,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Riya Baksani,https://www.zoma.to/kOZxwdn,Staff was very supportive n polite 🫶🏻😊,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Park Side,https://www.zoma.to/PkgAnrd,mukund is a great Chef,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Dayna Shah,https://www.zoma.to/gbRQNlA,lovely food thanks to Mr.Pankaj,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Park Side,https://www.zoma.to/QkYXpqg,"Chef Mukund served me customised eggs and veggies, he made my day with a healthy and wholesome meal.<br/>Pratiksha did great service, swift and polite.",5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Pooja Shah,https://www.zoma.to/yqznkkk,"Had an amazing time, it was my moms birthday and they got a complimentary cake for her too. Food was really good too. They were very sweet and accommodating as well..",5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Chandrasekhar Malkan,https://www.zoma.to/MkPqvNP,Great food & lovely staff!,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Gautam,https://www.zoma.to/ZLdpdaa,Guys must visit place,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Jaimin Mehta,https://www.zoma.to/QkngaPg,salmon was very ok,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Asif Devdiwala,https://www.zoma.to/NYNarPd,The food was good in taste & pratiksha recommendation of various dishes were perfect. Quite satisfactory,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Ishaan Khandelwal,https://www.zoma.to/ZLglOxl,"went there a while ago for my parent's anniversary. The food here definitely does need an acquired taste and wouldn't appeal to the Gujju pallete. Nonetheless, our server was very sweet and we got our meal quick as well. portion sizes can be a little bigger, they used to be bigger a few years ago.",5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Mihir,https://www.zoma.to/zZrgzgk,Made the day very special. All the thanks to Ms. Mage team. ♥️,5,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Naman,https://www.zoma.to/YlgZOqr,Food was well presented but tightly portioned. Average flavouring. Service was great!<br/> Our table hinged back and forth throughout so not ideal. great place otherwise.,3,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Jimish91,https://www.zoma.to/GkxNXGQ,Great experience with Sahil,4,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
Naman Dad,https://www.zoma.to/XqYZOnw,Portion is very small,4,"Reviews of Mrs Mage - Hyatt Ahmedabad, Vastrapur, Ahmedabad | Zomato",https://www.zomato.com/ahmedabad/mrs-mage-1-vastrapur
